token_id,image,Background,Skin Tone,Body Shape,Top,Eyebrows,Eye Style,Eye Color,Mouth,Hair (Front),Hair (Back),Hair Color,Hat,Necklace,Archetype of Power,Sun Sign,Moon Sign,Rising Sign,Will,Wisdom,Wonder,Woe,Wit,Wiles,Face Markings,Facewear,Hair Topper,Back Item,Earrings,Forehead Jewelry,Hair (Middle),Mask,Outerwear
8489,https://cryptocoven.s3.amazonaws.com/fc3a572d8fd4db73af2860dec3abdc4e.png,Taupe,Dusk,Chiseled,Mugler Collarbone Cutout (Black),Medium Flat (Black),Smudged Monolid,Red,Full Pout (Beige),Aradia Short,Aradia,Platinum,Witch,,Occultist,Cancer,Sagittarius,Virgo,3,1,5,3,1,8,,Bridge Piercing,,,,,,,
8490,https://cryptocoven.s3.amazonaws.com/b8670f45edc87363fb8291642108a8b5.png,Sea,Dawn,Soft,Ragged Shawl (Black),Pencil (White),Hooded Side,Amber,Round (Dark),Baby Drill Curls,,Navy,Hoodlondon Hathor (Gold),,Seer,Gemini,Leo,Scorpio,9,7,2,6,0,6,Eye of Hinoto,,,,,,,,
8491,https://cryptocoven.s3.amazonaws.com/ba76d643ff221754aed5a2d43bc84bef.png,Plum,Sunset,Soft,Mugler Collarbone Cutout (Black),Thin Arched (Grey),Circle Lens,Green,Round (Dark),Box Braids,Puffy Buns,Black,,,Occultist,Libra,Sagittarius,Libra,6,4,1,9,5,8,,,Bat Wings,Chinese Lantern,Bone Hoops (Gold),,,,
8492,https://cryptocoven.s3.amazonaws.com/5aca82c20418a8ea76a1f21efbfc921b.png,Rust,Night,Soft,Straps (Black),Pencil (White),Hooded Side,Pink,Dark Gloss (Dark),Dramatic Swoop,Dramatic Swoop,Ash,,,Enchantress,Virgo,Capricorn,Capricorn,3,5,0,8,9,3,Undereye Gems (White),,,Monstera,,Ethereum Diadem (Silver),,,
8493,https://cryptocoven.s3.amazonaws.com/7e722a7577059044d2b6766d725c26fb.png,Taupe,Day,Lithe,Off Shoulder (Black),Bushy (Brown),Alert,Grey,Parted (Beige),Aradia,Aradia,Silver,Mushroom,,Hag,Capricorn,Capricorn,Pisces,5,8,8,2,2,1,Mark of Moon Tears (White),Jeweled Septum Ring (Blue),,Chinese Lantern,,,,,
8494,https://cryptocoven.s3.amazonaws.com/40349a21dd25c43060ed4e3ca27b56c9.png,Moss,Day,Lithe,Romantic Puff (White),Pencil (White),Circle Lens,Hazel,Bow (Dusk),Nyx,Flowy Pony,Lilac,,Moon Necklace (Silver),Hag,Virgo,Libra,Sagittarius,6,4,6,4,4,8,Mark of Moon Tears (White),,Jeweled Antlers,,Basic Piercings (Silver),,,,
8495,https://cryptocoven.s3.amazonaws.com/ff5f4b064f7d292dee18235745c8deba.png,Moss,Night,Soft,Moon Bow (Green),Bushy (White),Alert,Grey,Round (Dark),Aradia Short,,Platinum,,,Mage,Gemini,Cancer,Scorpio,8,8,7,2,1,1,,Simple Octagon Glasses (Silver),Bat Wings,Scripted Mage Aura (Green),,,,,
8496,https://cryptocoven.s3.amazonaws.com/f44b5ec6ccb3f9e06dafe9f8129e96ae.png,Plum,Midnight,Chiseled,Sheer Striped (Black),Medium Flat (Black),Smudged,Gold,Bow (Dusk),Aletheia,Aletheia,Navy,Witch,,Mage,Leo,Aries,Libra,2,5,9,3,1,2,,,,,Basic Piercings (Silver),,,,
8497,https://cryptocoven.s3.amazonaws.com/c1c8018b10ea8af5fe4945598a0d0d65.png,Plum,Night,Lithe,Sheer Sleeves (Black),Bushy (White),Smudged Snake,Aqua,Parted (Black),Dramatic Swoop,Dramatic Swoop,Silver,,,Necromancer,Capricorn,Cancer,Virgo,9,4,1,5,6,5,,,Horns of Taurus,,,,,,
8498,https://cryptocoven.s3.amazonaws.com/675fbefbafc855d8600c925acfce459d.png,Plum,Dawn,Chiseled,Open Collar with Bow (White),Medium Flat (Black),Sunset Almond,Violet,Dark Gloss (Dark),Curl Cloud,,Lavender,Witch,,Mage,Capricorn,Sagittarius,Capricorn,0,4,9,5,4,4,,Scripted Octagon Glasses (Purple),,,,,,,
8499,https://cryptocoven.s3.amazonaws.com/b59dc88946a0c986b35555b7de0be61b.png,Lavender,Night,Soft,Shredded Top (Black),Arched (Brown),Circle Lens,Hazel,Medusa (Natural),Aradia,Aradia,Steel,Hoodlondon Hathor (Gold),,Seer,Sagittarius,Leo,Pisces,7,9,4,8,6,2,,Blindfold (Royal),,,,,,,
8500,https://cryptocoven.s3.amazonaws.com/f5244ae48bbeb3ce28f2f50dc3258e0a.png,Sea,Night,Soft,Vivetta Ghost Hand Collar (Black),Pencil (White),Smudged,Green,Medusa (Natural),Xuannu,Flowy Pony,Platinum,,,Necromancer,Sagittarius,Libra,Gemini,8,6,6,5,1,0,,,,Lily,Pearly Skulls (Silver),,,,
8501,https://cryptocoven.s3.amazonaws.com/7c19a099081f44a74f3a2d98c4affbec.png,Moss,Dawn,Lithe,Straps (Black),Arched (Brown),Smudged Monolid,Green,Bow (Coral),Curl Cloud,Curl Cloud,Platinum,,,Mage,Aries,Capricorn,Capricorn,2,5,2,6,0,7,Mage Script Woods (Purple),Bridge Piercing,Bat Wings,Scripted Mage Aura (Blue),,,,,
8502,https://cryptocoven.s3.amazonaws.com/15dc7a5271032c331c860d4a8f5819eb.png,Moss,Night,Lithe,Fluffy Shroud (White),Thin Arched (Grey),Hooded Side,Glo,Parted (Black),Aletheia,Cute Pigtails,Lavender,,,Hag,Cancer,Taurus,Gemini,4,5,9,6,9,7,Mark of Earth (White),Simple Octagon Glasses (Silver),,Lily,,,,,
8503,https://cryptocoven.s3.amazonaws.com/3971959efcfaa73f6141df5f963ace41.png,Pink,Night,Chiseled,Mock Neck (Black),Strong (Black),Alert,Grey,Round (Dark),Aradia,Aradia,Lavender,Witch,,Occultist,Aquarius,Aries,Aquarius,1,7,7,8,8,6,,,,Monstera,Fang Charm (Red),Demon Third Eye (Black),,,
8504,https://cryptocoven.s3.amazonaws.com/1fbaac878b38f9079a262906b7a69c00.png,Lavender,Sunset,Soft,Feathered Cloak (Red),Arched (Brown),Alert,Grey,Round (Dark),Keridwen,Keridwen,Ash,,,Enchantress,Cancer,Aquarius,Leo,7,3,2,6,4,7,Cheek and Chin Mole,Jeweled Septum Ring (Blue),,Chinese Lantern,,,,,
8505,https://cryptocoven.s3.amazonaws.com/906bb6ef7fcc38db02e43d196e2d07f2.png,Pink,Twilight,Chiseled,Shredded Top (White),Pencil (White),Babylash,Purple,Pursed (Red),Aradia,Aradia,Steel,,,Seer,Aquarius,Leo,Leo,9,6,5,5,2,7,Undereye Gems (White),,,,,Raised Third Eye (Red),Cute Buns,,
8506,https://cryptocoven.s3.amazonaws.com/53e1f0ceca2e3907ff0aa1b273a73300.png,Rust,Dawn,Chiseled,Shroud (Dusty Rose),Bushy (White),Circle Lens,Bicolor Pink Turquoise,Plump (Natural),Baby Drill Curls,Soft Braid,Pink,,,Hag,Aries,Sagittarius,Gemini,1,8,3,8,4,4,,Septum Ring (Turquoise),,,Basic Piercings (Silver),,Cute Buns,,
8507,https://cryptocoven.s3.amazonaws.com/8e69e6263eaa04d0d7890bfc98a118de.png,Plum,Dawn,Soft,Sheer Striped (Black),,Inscribed Demon Bloom,Black,Bow (Coral),Xuannu,,Auburn,,,Occultist,Libra,Taurus,Pisces,4,3,6,8,2,6,,,,,,,,,
8508,https://cryptocoven.s3.amazonaws.com/b9f9a3ccec7c32a05b846f873e3d7d03.png,Sea,Dusk,Lithe,Straps (Black),Thin Arched (Grey),Hooded Side,Amber,Steady Pout,Curtain,Flowy Pony,Mauve,,,Mage,Scorpio,Aries,Capricorn,6,7,8,5,0,6,Mage Script Woods (Blue),,,Monstera,,,,,
8509,https://cryptocoven.s3.amazonaws.com/9ca43778d8407fb603954a1d76be5e2c.png,Sea,Midnight,Soft,Ragged Shawl (Black),Round (Navy),Babylash,Green,Bow (Brown),Aletheia,Keridwen,Silver,,,Seer,Aquarius,Sagittarius,Scorpio,4,4,4,7,6,5,,Eyepatch (Rose),,,,,,,
8510,https://cryptocoven.s3.amazonaws.com/639b6f30c56b980fe104d84f2fee6940.png,Taupe,Night,Soft,Shredded Top (Black),Medium Flat (Black),Shadowed,Purple,Bow (Purple),High Pony,,Silver,,,Seer,Pisces,Libra,Libra,7,4,3,1,0,8,Undereye Gems (White),,,Monstera,,,,,
8511,https://cryptocoven.s3.amazonaws.com/d0ca4cd374cfe1015e7a416d2279a417.png,Sea,Twilight,Soft,Mock Neck (Black),Thin Arched (Grey),Smudged Snake,Gold,Plump (Black),Aletheia,Keridwen,Auburn,,Moon Choker (Silver),Mage,Aquarius,Aries,Leo,5,2,7,4,8,3,Mage Script Woods (Purple),,Bat Wings,Scripted Mage Aura (Blue),Basic Piercings (Silver),,,,
8512,https://cryptocoven.s3.amazonaws.com/7c1a1dfe6c8bb741cbe3dcac3603f4d1.png,Sea,Day,Soft,Ragged Shawl (Black),Bushy (White),Hooded Side,Carnelian,Plump (Black),Aletheia,,Glo,,,Mage,Virgo,Capricorn,Taurus,1,8,9,9,6,8,,,Bat Wings,Scripted Mage Aura (Gold),,,,Mage Glass Ribbon (Purple),
8513,https://cryptocoven.s3.amazonaws.com/eedb783d0cbf4941b1f0af9f43da9926.png,Peach,Sunset,Lithe,Striped Shroud (Umber),Strong (Black),Circle Lens,Grey Green,Bow (Dusk),Aradia Short,,Lavender,,,Occultist,Capricorn,Libra,Libra,2,4,5,5,3,9,,Jeweled Septum Ring (Blue),Maleficent Horns,Chinese Lantern,,,,,Bone Corset (White)
8514,https://cryptocoven.s3.amazonaws.com/539471660f52bbe8587a23bd1010994c.png,Pink,Day,Chiseled,Mock Neck (Black),Pencil (White),Smudged Snake,Aqua,Round (Dark),Aradia Short,Cute Pigtails,Platinum,,,Mage,Cancer,Gemini,Pisces,5,1,3,5,8,5,Mage Script Woods (Gold),,,Scripted Mage Aura (Green),,,,,
8515,https://cryptocoven.s3.amazonaws.com/0867d0bc8311906d98f6275afc206b79.png,Peach,Twilight,Lithe,Mock Neck (Black),Thin Arched (Grey),Hypnotic,Grey,Bow (Coral),Pixie,,Emerald,,Thread Necklace (Natural),Hag,Pisces,Virgo,Aries,2,3,8,8,1,7,,Simple Septum Ring (Silver),,Chinese Lantern,,,,,
8516,https://cryptocoven.s3.amazonaws.com/4a46e645bd32f4d19c7f1af10ce794b1.png,Plum,Dawn,Lithe,Off Shoulder (Black),Arched (Brown),Hypnotic,Grey,Bow (Dusk),Nyx,Nyx Long,Silver,,Eclectic Choker Stack (Red),Occultist,Gemini,Taurus,Aquarius,4,3,8,5,5,4,Horned Moon Markings (Red),,Horns of Taurus,Lily,,,Dark Lady,,
8517,https://cryptocoven.s3.amazonaws.com/1f04bf8235baa22a267ff9c56aae8dd2.png,Lavender,Midnight,Soft,Shroud (Lilac),Bushy (Brown),Circle Lens,Green,Plump (Black),Curtain,Soft Braid,Silver,,,Seer,Taurus,Sagittarius,Taurus,8,9,4,0,2,8,,Simple Septum Ring (Silver),,Lily,,,,,
8518,https://cryptocoven.s3.amazonaws.com/c1fa71e7f0ae0db236fdc72bba23ad26.png,Lavender,Twilight,Soft,Filmy Edwardian (White),Medium Flat (Black),Hooded Side,Carnelian,Plump (Black),Dramatic Swoop,Dramatic Swoop,Pink,,,Enchantress,Aquarius,Virgo,Capricorn,4,4,7,6,6,9,,,,Monstera,Ethereum Hoops (Silver),Ethereum Diadem (Silver),,,
8519,https://cryptocoven.s3.amazonaws.com/938689f4fe3f3914005cb82086ccf000.png,Taupe,Dawn,Soft,Shredded Top (Black),Bushy (White),Circle Lens,Pink,Pursed (Natural),Xuannu,Xuannu,Steel,Hoodlondon Hathor (Gold),,Seer,Taurus,Capricorn,Scorpio,3,3,1,4,4,8,,,,,,,,,
8520,https://cryptocoven.s3.amazonaws.com/3f364c44e8d1e6d40057511c6292c164.png,Taupe,Twilight,Lithe,Filmy Edwardian (White),Arched (Brown),Hooded Side,Gold,Bow (Dusk),Nyx,Soft Braid,Pink,,Studded Collar (Silver),Enchantress,Taurus,Sagittarius,Aquarius,9,4,3,2,6,2,Undereye Gems (White),,Crown of Pearls,,,,,Gold Veil (Gold),
8521,https://cryptocoven.s3.amazonaws.com/e55011da7b3fe8aecf7d8dd6d291268f.png,Lavender,Twilight,Chiseled,Sheer Striped (Black),,The Stalk Lined,Red,Witchy Pout (Black),Curl Cloud,Curl Cloud,Ash,,,Occultist,Sagittarius,Sagittarius,Virgo,8,0,8,8,8,7,,,Bat Wings,,Howl Gems (Purple),,Dark Lady,Glowing Phosphorous Mask (Purple),Bone Corset (Black)
8522,https://cryptocoven.s3.amazonaws.com/b575374f780ccaa6d649053556f8cd8d.png,Taupe,Midnight,Lithe,Shroud (Lilac),Thin Arched (Grey),Shadowed,Purple,Witchy Pout (Black),Aradia Short,Soft Braid,Navy,,Piercing Choker (Red),Seer,Gemini,Capricorn,Sagittarius,7,9,7,7,5,6,,,,Monstera,,Raised Third Eye (Purple),,,
8523,https://cryptocoven.s3.amazonaws.com/d9d8289fb062c3b0a2721673b7a759d0.png,Pink,Dusk,Chiseled,Shroud (Lilac),Strong (Black),Babylash,Purple,Witchy Pout (Black),Jeweled Hood,Jeweled Hood,Mint,,,Enchantress,Virgo,Capricorn,Gemini,9,6,3,4,9,2,,Simple Septum Ring (Silver),,Chinese Lantern,Beaded Tassel (Ruby),,,,
8524,https://cryptocoven.s3.amazonaws.com/be3bd75316056525a8f5d582a50ae05b.png,Taupe,Night,Lithe,Romantic Puff (White),Round (Navy),Circle Lens,Lilac,Plump (Natural),Aletheia,Soft Waves,Ash,,,Hag,Taurus,Capricorn,Aquarius,7,7,9,5,4,8,,,Gentle Horns,,Basic Piercings (Silver),,,Butterfly (Gold),
8525,https://cryptocoven.s3.amazonaws.com/496526a8c717f1a40d2867fb0e71e4ae.png,Rust,Night,Soft,Straps (Black),Thin Arched (Grey),Hooded Side,Gold,Medusa (Natural),Aradia Short,Aletheia,Navy,Witch,,Enchantress,Virgo,Libra,Gemini,7,4,0,3,5,9,Nose Bridge Scar,,,,,,,Moth Gauze (White),Feather Robe (White)
8526,https://cryptocoven.s3.amazonaws.com/308a5819cb6180a2d89e8337cd0e68d6.png,Lavender,Midnight,Lithe,Poet (White),Bushy (Brown),Hooded Side,Pink,Witchy Pout (Black),Bald,,,Young Floral Horns,Stars Thread (Natural),Hag,Aquarius,Capricorn,Gemini,8,5,5,7,7,4,Mark of Moon Tears (White),Labret (Silver),,Chinese Lantern,Basic Piercings (Silver),,,,
8527,https://cryptocoven.s3.amazonaws.com/3e042037287d6871eec3dbd48556b0b4.png,Peach,Dusk,Soft,Shredded Top (Black),Pencil (White),Circle Lens,Bicolor Pink Turquoise,Round (Dark),Curtain,Aradia,Platinum,,,Seer,Cancer,Aries,Taurus,9,9,8,7,1,8,,,,Chinese Lantern,Howl Gems (Orange),Raised Third Eye (Gold),Dark Lady,,
8528,https://cryptocoven.s3.amazonaws.com/418dc7cb014ba0c3da6e9e8fe6c8c8bc.png,Sea,Dawn,Lithe,Straps (Black),Bushy (White),Circle Lens,Hazel,Parted (Black),Keridwen,Wolf,Ash,,Moon Choker (Silver),Mage,Pisces,Sagittarius,Libra,5,7,5,2,4,8,Mage Script Melovesmealot (Gold),Labret (Silver),Bat Wings,,Basic Piercings (Silver),,,,
8529,https://cryptocoven.s3.amazonaws.com/7181d330a16cd71d0e8be1657c5ca66a.png,Peach,Sunset,Soft,Poet (White),Strong (Black),Hooded Side,Pink,Plump (Black),Aradia,Aradia,Mermaid,,,Occultist,Leo,Gemini,Pisces,8,6,3,9,7,9,Cheek and Chin Mole,,Horns of Taurus,,,,,,
8530,https://cryptocoven.s3.amazonaws.com/f7613cc0dd9d194abc989dd9db42d810.png,Pink,Day,Soft,Vivetta Ghost Hand Collar (Black),Medium Flat (Black),Circle Lens,Pink,Round (Dark),Baby Drill Curls,,Ash,Witch,,Mage,Pisces,Sagittarius,Taurus,8,6,6,4,0,1,,,,Lily,Basic Piercings (Silver),,,,
8531,https://cryptocoven.s3.amazonaws.com/6490025da4317fa38e29228e1432fb2a.png,Sea,Night,Chiseled,Vivetta Ghost Hand Collar (Black),Pencil (White),Smudged Snake,Glo,Full Pout (Beige),Baby Drill Curls,Soft Braid,Mauve,,,Mage,Gemini,Leo,Libra,3,0,9,9,5,0,,,Bat Wings,,,,,,
8532,https://cryptocoven.s3.amazonaws.com/d97e54a39a6454eaa1965379ae7044d8.png,Lavender,Night,Chiseled,Pearl Shawl,Thin Arched (Grey),Hooded Side,Amber,Plump (Natural),Curl Cloud,Curl Cloud,Lilac,,Piercing Choker (Pink),Seer,Pisces,Gemini,Pisces,8,4,2,2,0,4,,,,Chinese Lantern,,,,,
8533,https://cryptocoven.s3.amazonaws.com/51291087ed3e94ae7b57c9999607529d.png,Lavender,Night,Lithe,Striped Shroud (Umber),Bushy (White),Smudged Snake,Gold,Steady Pout,Curl Cloud,Flowy Pony,Silver,,,Seer,Capricorn,Pisces,Aquarius,9,7,1,4,2,0,,Eyepatch (Rose),,Monstera,,,,,
8534,https://cryptocoven.s3.amazonaws.com/b2274cbaf0f7f1df789e281926a1115b.png,Rust,Twilight,Lithe,Sheer Striped (Black),Bushy (White),Alert,Grey,Bow (Dusk),Aradia Short,Soft Waves,Pink,,,Occultist,Cancer,Scorpio,Libra,4,4,7,4,9,8,,Givenchy Nosering (Silver),Maleficent Horns,Lily,,,,,
8535,https://cryptocoven.s3.amazonaws.com/6b765066b568d3236e092563c282255a.png,Plum,Twilight,Lithe,Mugler Tailored (White),Bushy (Brown),Circle Lens,Green,Steady Pout,Dramatic Swoop,Dramatic Swoop,Navy,,,Enchantress,Virgo,Sagittarius,Aquarius,9,3,8,6,8,9,,Jeweled Septum Ring (Blue),Crown of Pearls,,,,,,
8536,https://cryptocoven.s3.amazonaws.com/b831fa383b9ebe5f747e6cfd16d0f632.png,Peach,Night,Soft,Poet (White),Strong (Black),Hooded Side,Carnelian,Bow (Brown),Aletheia,Aradia,Silver,Witch,,Occultist,Gemini,Aries,Cancer,1,0,6,5,2,6,,Givenchy Nosering (Silver),,Lily,,,,,
8537,https://cryptocoven.s3.amazonaws.com/184611b7da95c5de32bfbfcf7e5a3e3d.png,Taupe,Twilight,Chiseled,Straps (Black),Bushy (White),Sunset Almond,Glo,Bow (Purple),Aradia,Aradia,Silver,Witch,Ethereum Thread (Natural),Hag,Sagittarius,Cancer,Pisces,3,7,8,4,4,8,,,,Lily,,,,,
8538,https://cryptocoven.s3.amazonaws.com/aa85a079ca684086c36ba0607e22948f.png,Plum,Day,Soft,Shroud (Wisteria),Bushy (Brown),Hooded Side,Amber,Bow (Coral),Sheer Pearl Veil,Sheer Pearl Veil,Periwinkle,,,Enchantress,Taurus,Cancer,Pisces,7,7,3,1,5,9,,,,,,Ethereum Diadem (Silver),,,
8539,https://cryptocoven.s3.amazonaws.com/711699abbae698380c27ff0818934ae9.png,Pink,Sunset,Soft,Open Collar with Bow (Black),Arched (Brown),Smudged,Gold,Bow (Coral),Drill Curls,Drill Cloud,Auburn,,,Mage,Aquarius,Leo,Libra,0,5,9,9,2,8,,,,Chinese Lantern,,,Cute Buns,,
8540,https://cryptocoven.s3.amazonaws.com/7ba182e23c5a0d77ba07ca3efece26c6.png,Peach,Midnight,Lithe,Shroud (Lilac),Pencil (White),Smudged Snake,Glo,Round (Dark),Curl Cloud,Flowy Pony,Lilac,,Piercing Choker (Red),Seer,Leo,Gemini,Capricorn,8,9,7,5,7,5,Cheek Mole,Labret (Silver),,Monstera,,Raised Third Eye (Green),,,
8541,https://cryptocoven.s3.amazonaws.com/a1b612c82c37a7c068e61525224f3844.png,Lavender,Dawn,Soft,Shroud (Dusk),Pencil (White),Babylash,Green,Bow (Coral),Curtain,Nyx Long,Auburn,Hoodlondon Hathor (Gold),,Seer,Cancer,Pisces,Pisces,9,7,2,1,2,2,Cheek Mole,Septum Ring (Turquoise),,,Howl Gems (Green),,,,
8542,https://cryptocoven.s3.amazonaws.com/c40b478d1680b9daa092d058845f7692.png,Pink,Night,Soft,Striped Shroud (Umber),Thin Arched (Grey),Hooded Side,Gold,Plump (Black),Jeweled Hood,Jeweled Hood,Marine,,,Enchantress,Aquarius,Scorpio,Aquarius,5,8,1,5,9,6,,,,,,,,,
8543,https://cryptocoven.s3.amazonaws.com/7ca17c06f508ab5ef5c0eacb5d74d8f3.png,Taupe,Dusk,Chiseled,Shroud (Lilac),Round (Navy),Babylash,Blue,Witchy Pout (Black),Baby Drill Curls,Drill Cloud,Lilac,,,Hag,Sagittarius,Aquarius,Aries,2,7,6,5,5,3,Mark of Moon Tears (White),,,Monstera,,,,,
8544,https://cryptocoven.s3.amazonaws.com/0b8458dddf670d260c235da5e3ee7cc9.png,Sea,Sunset,Lithe,Shroud (Dusty Rose),Medium Flat (Black),Liquid Metal,Bronze,Glossy Medusa (Natural),Aradia Short,Soft Waves,Navy,,Piercing Choker (Purple),Seer,Libra,Aquarius,Scorpio,6,4,2,5,0,0,,,,Monstera,,,,,
8545,https://cryptocoven.s3.amazonaws.com/9ccd6f3b5c32cbda16f2988122a44cd5.png,Plum,Sunset,Soft,Vivetta Ghost Hand Collar (Black),Pencil (White),Circle Lens,Green,Plump (Black),Curtain,Xuannu,Mauve,,,Necromancer,Scorpio,Cancer,Sagittarius,9,3,0,7,8,8,Cheek and Chin Mole,Labret (Silver),,,,,,,
8546,https://cryptocoven.s3.amazonaws.com/3cb6472ba191d95b420d2bd812a7bf45.png,Sea,Twilight,Chiseled,Shredded Top (Black),Round (Navy),Blank,Flooded Aqua,Bow (Dusk),Aletheia,Soft Waves,Auburn,,,Seer,Leo,Virgo,Taurus,6,4,6,8,7,4,Nose Bridge Scar,,,Lily,,,,,
8547,https://cryptocoven.s3.amazonaws.com/78a99beb880f593da06c4bfe3acc7a76.png,Plum,Midnight,Lithe,Striped Shroud (Umber),Medium Flat (Black),Circle Lens,Pink,Plump (Natural),Aradia,Aradia,Lilac,Witch,Studded Collar (Silver),Occultist,Aquarius,Sagittarius,Sagittarius,7,0,6,8,6,9,,Septum Ring (Turquoise),,,,,,,
8548,https://cryptocoven.s3.amazonaws.com/bb1555298d9bcb386c5d462297110ff3.png,Taupe,Dusk,Lithe,Straps (Black),Strong (Black),Babylash,Purple,Thin Smirk,Aradia Short,Soft Waves,Lavender,,,Hag,Aries,Capricorn,Capricorn,7,4,8,3,4,4,,,,,,,,,
8549,https://cryptocoven.s3.amazonaws.com/106c70be3ff577e87e7cea62b278cf08.png,Taupe,Twilight,Soft,Ragged Shawl (Black),Strong (Black),Hooded Side,Amber,Bow (Brown),Aradia,Aradia,Navy,,,Occultist,Capricorn,Capricorn,Aquarius,5,7,1,3,5,9,,Bridge Piercing,Maleficent Horns,Monstera,,,,,
8550,https://cryptocoven.s3.amazonaws.com/d2468b74849cefeec5fb513f8ea19079.png,Pink,Dawn,Soft,Mock Neck (Black),Bushy (Brown),Hooded Side,Pink,Pursed (Natural),Curtain,Flowing Pigtails,Lilac,,Moon Choker (Silver),Mage,Pisces,Leo,Taurus,2,6,7,9,1,7,,Scripted Octagon Glasses (Blue),Bat Wings,Scripted Mage Aura (Blue),Basic Piercings (Silver),,,,
8551,https://cryptocoven.s3.amazonaws.com/7d6de3637116c941c60567651a90f002.png,Peach,Dusk,Chiseled,Ragged Shawl (Black),Medium Flat (Black),Sunset Almond,Glo,Thin Smirk (Orange),Aletheia,High Blowout,Auburn,Many Eyed Hat,,Hag,Libra,Leo,Pisces,3,9,9,5,6,2,,,,,,,,,
8552,https://cryptocoven.s3.amazonaws.com/9cf86cbd0cabd662d6569de6a987a2c6.png,Taupe,Day,Chiseled,Sheer Sleeves (Black),Medium Flat (Black),Circle Lens,Hazel,Parted (Black),Xuannu,,Steel,Chic Disk (Black),,Necromancer,Leo,Capricorn,Aries,9,2,8,7,1,0,Cheek and Chin Mole,Labret (Silver),,,,,,,
8553,https://cryptocoven.s3.amazonaws.com/ade97b0e471ab15cbee673094c192866.png,Plum,Night,Lithe,Filmy Edwardian (White),Medium Flat (Black),Circle Lens,Lilac,Plump (Natural),Curl Cloud,Curl Cloud,Steel,,,Enchantress,Taurus,Sagittarius,Taurus,6,0,8,3,7,9,Cheek and Chin Mole,,Crown of Pearls,Monstera,,,,Moth Gauze (White),
8554,https://cryptocoven.s3.amazonaws.com/e493e847289c323b100abc53db98f561.png,Peach,Day,Chiseled,Ragged Shawl (Black),Thin Arched (Grey),Babylash,Grey,Bow (Purple),Curl Cloud,Curl Cloud,Silver,,,Hag,Leo,Sagittarius,Cancer,8,9,9,8,1,8,,,,Chinese Lantern,,,,,
8555,https://cryptocoven.s3.amazonaws.com/5878e35e09af7bd99a1662d96fad0241.png,Plum,Twilight,Lithe,Leather Neck Piece (Black),Pierced Pyramid Stud (Grey),Smudged Snake,Pink,Thin Smirk,Nyx,Soft Braid,Steel,Witch,,Occultist,Aquarius,Scorpio,Capricorn,3,3,4,4,4,8,,,,Lily,,,,,
8556,https://cryptocoven.s3.amazonaws.com/2105f53cdf81b877656a50fffe78ae85.png,Pink,Day,Lithe,Poet (White),Bushy (White),Hooded Side,Gold,Bow (Purple),Baby Drill Curls,Drill Cloud,Pink,,Ethereum Thread (Natural),Hag,Aquarius,Taurus,Cancer,1,9,8,2,8,6,,Labret (Silver),Leafy Crown,,,,,,
8557,https://cryptocoven.s3.amazonaws.com/17fba49a771e6e0f45a3b1034b273954.png,Plum,Night,Chiseled,Ragged Shawl (Black),Round (Navy),Circle Lens,Lilac,Witchy Pout (Black),Xuannu,Flowy Pony,Steel,,,Occultist,Scorpio,Libra,Gemini,3,7,8,9,7,3,,Septum Ring (Turquoise),,,Mandible Cuffs (Natural),Darkened Demon Third Eye (Sapphire),,,Bone Corset (Black)
8558,https://cryptocoven.s3.amazonaws.com/a014b3026a7697c4bf7ca7a1ab1e5777.png,Plum,Dusk,Chiseled,Open Collar with Bow (White),Strong (Black),Smudged Snake,Pink,Round (Red),Baby Drill Curls,Drill Cloud,Steel,,,Mage,Scorpio,Aries,Aquarius,3,4,6,8,7,4,Mage Script Woods (Gold),Simple Septum Ring (Silver),Bat Wings,Scripted Mage Aura (Blue),,,,,
8559,https://cryptocoven.s3.amazonaws.com/2616f39cbd7079009856c1a957c00b67.png,Plum,Dusk,Soft,Vivetta Ghost Hand Collar (Black),Medium Flat (Black),Sunset Almond,Violet,Parted (Black),Xuannu,Cute Pigtails,Ash,,,Mage,Sagittarius,Leo,Sagittarius,8,2,3,3,4,2,Mage Script Daedric (Blue),,Bat Wings,,,,,,
8560,https://cryptocoven.s3.amazonaws.com/4c6d8df314889774b7bcf0cc7bdf144c.png,Lavender,Night,Lithe,Mugler Tailored (Black),Medium Flat (Black),Reverse Cateye,Glo,Bow (Red),Miranda Priestly,,Lilac,,,Necromancer,Aries,Libra,Virgo,3,1,4,3,7,5,,Bridge Piercing,Maleficent Horns,Chinese Lantern,,,,,
8561,https://cryptocoven.s3.amazonaws.com/8bf468e46169a2f6df8119efa2002675.png,Pink,Day,Chiseled,Filmy Edwardian (White),Arched (Brown),Circle Lens,Hazel,Bow (Coral),Keridwen,Soft Braid,Mauve,,,Enchantress,Aries,Taurus,Sagittarius,7,3,2,3,9,3,,Simple Septum Ring (Silver),Crown of Pearls,Chinese Lantern,,,,,
8562,https://cryptocoven.s3.amazonaws.com/8b4ffbd01f1100316a87a033a35e0f03.png,Sea,Dusk,Soft,Victorian Frippery (White),Round (Navy),Alert,Grey,Parted (Black),Box Braids,,Black,Proper Witch,,Necromancer,Aries,Gemini,Aquarius,8,5,8,7,8,1,,Sad Girl Tears,,,,,,,
